panel,x,y,series
b,4.010025e-06,4.697742,ORF_0.5MHz
c,4.010025e-06,0.085076,ORF_0.5MHz
b,4.177109e-06,4.695074,ORF_0.5MHz
c,4.177109e-06,0.085409,ORF_0.5MHz
b,4.344194e-06,4.692301,ORF_0.5MHz
c,4.344194e-06,0.085754,ORF_0.5MHz
b,4.511278e-06,4.689424,ORF_0.5MHz
c,4.511278e-06,0.086113,ORF_0.5MHz
b,4.678363e-06,4.686443,ORF_0.5MHz
c,4.678363e-06,0.086485,ORF_0.5MHz
b,4.845447e-06,4.683359,ORF_0.5MHz
c,4.845447e-06,0.086870,ORF_0.5MHz
b,5.012531e-06,4.680172,ORF_0.5MHz
c,5.012531e-06,0.087267,ORF_0.5MHz
b,5.179616e-06,4.676884,ORF_0.5MHz
c,5.179616e-06,0.087677,ORF_0.5MHz
b,5.346700e-06,4.673494,ORF_0.5MHz
c,5.346700e-06,0.088100,ORF_0.5MHz
b,5.513784e-06,4.670003,ORF_0.5MHz
c,5.513784e-06,0.088536,ORF_0.5MHz
b,5.680869e-06,4.666412,ORF_0.5MHz
c,5.680869e-06,0.088984,ORF_0.5MHz
b,5.847953e-06,4.662721,ORF_0.5MHz
c,5.847953e-06,0.089444,ORF_0.5MHz
b,6.015038e-06,4.658932,ORF_0.5MHz
c,6.015038e-06,0.089916,ORF_0.5MHz
b,6.182122e-06,4.655044,ORF_0.5MHz
c,6.182122e-06,0.090404,ORF_0.5MHz
b,6.349206e-06,4.651059,ORF_0.5MHz
c,6.349206e-06,0.090938,ORF_0.5MHz
b,6.516291e-06,4.646978,ORF_0.5MHz
c,6.516291e-06,0.091485,ORF_0.5MHz
b,6.683375e-06,4.642801,ORF_0.5MHz
c,6.683375e-06,0.092044,ORF_0.5MHz
b,6.850459e-06,4.638528,ORF_0.5MHz
c,6.850459e-06,0.092617,ORF_0.5MHz
b,7.017544e-06,4.634161,ORF_0.5MHz
c,7.017544e-06,0.093202,ORF_0.5MHz
b,7.184628e-06,4.629701,ORF_0.5MHz
c,7.184628e-06,0.093799,ORF_0.5MHz
b,7.351713e-06,4.625148,ORF_0.5MHz
c,7.351713e-06,0.094409,ORF_0.5MHz
b,7.518797e-06,4.620503,ORF_0.5MHz
c,7.518797e-06,0.095032,ORF_0.5MHz
b,7.685881e-06,4.615767,ORF_0.5MHz
c,7.685881e-06,0.095666,ORF_0.5MHz
b,7.852966e-06,4.610942,ORF_0.5MHz
c,7.852966e-06,0.096313,ORF_0.5MHz
b,8.020050e-06,4.606027,ORF_0.5MHz
c,8.020050e-06,0.096971,ORF_0.5MHz
b,8.187135e-06,4.601024,ORF_0.5MHz
c,8.187135e-06,0.097685,ORF_0.5MHz
b,8.354219e-06,4.595933,ORF_0.5MHz
c,8.354219e-06,0.098417,ORF_0.5MHz
b,8.521303e-06,4.590757,ORF_0.5MHz
c,8.521303e-06,0.099162,ORF_0.5MHz
b,8.688388e-06,4.585495,ORF_0.5MHz
c,8.688388e-06,0.099919,ORF_0.5MHz
b,8.855472e-06,4.580149,ORF_0.5MHz
c,8.855472e-06,0.100688,ORF_0.5MHz
b,9.022556e-06,4.574720,ORF_0.5MHz
c,9.022556e-06,0.101469,ORF_0.5MHz
b,9.189641e-06,4.569208,ORF_0.5MHz
c,9.189641e-06,0.102262,ORF_0.5MHz
b,9.356725e-06,4.563616,ORF_0.5MHz
c,9.356725e-06,0.103067,ORF_0.5MHz
b,9.523810e-06,4.557943,ORF_0.5MHz
c,9.523810e-06,0.103883,ORF_0.5MHz
b,9.690894e-06,4.552192,ORF_0.5MHz
c,9.690894e-06,0.104745,ORF_0.5MHz
b,9.857978e-06,4.546363,ORF_0.5MHz
c,9.857978e-06,0.105646,ORF_0.5MHz
b,1.002506e-05,4.540457,ORF_0.5MHz
c,1.002506e-05,0.106558,ORF_0.5MHz
b,1.019215e-05,4.534476,ORF_0.5MHz
c,1.019215e-05,0.107482,ORF_0.5MHz
b,1.035923e-05,4.528420,ORF_0.5MHz
c,1.035923e-05,0.108418,ORF_0.5MHz
b,1.052632e-05,4.522292,ORF_0.5MHz
c,1.052632e-05,0.109365,ORF_0.5MHz
b,1.069340e-05,4.516091,ORF_0.5MHz
c,1.069340e-05,0.110323,ORF_0.5MHz
b,1.086048e-05,4.509820,ORF_0.5MHz
c,1.086048e-05,0.111291,ORF_0.5MHz
b,1.102757e-05,4.503480,ORF_0.5MHz
c,1.102757e-05,0.112294,ORF_0.5MHz
b,1.119465e-05,4.497072,ORF_0.5MHz
c,1.119465e-05,0.113357,ORF_0.5MHz
b,1.136174e-05,4.490597,ORF_0.5MHz
c,1.136174e-05,0.114430,ORF_0.5MHz
b,1.152882e-05,4.484056,ORF_0.5MHz
c,1.152882e-05,0.115515,ORF_0.5MHz
b,1.169591e-05,4.477452,ORF_0.5MHz
c,1.169591e-05,0.116611,ORF_0.5MHz
b,1.186299e-05,4.470784,ORF_0.5MHz
c,1.186299e-05,0.117716,ORF_0.5MHz
b,1.203008e-05,4.464056,ORF_0.5MHz
c,1.203008e-05,0.118832,ORF_0.5MHz
b,1.219716e-05,4.457267,ORF_0.5MHz
c,1.219716e-05,0.119958,ORF_0.5MHz
b,1.236424e-05,4.450420,ORF_0.5MHz
c,1.236424e-05,0.121156,ORF_0.5MHz
b,1.253133e-05,4.443516,ORF_0.5MHz
c,1.253133e-05,0.122385,ORF_0.5MHz
b,1.269841e-05,4.436556,ORF_0.5MHz
c,1.269841e-05,0.123624,ORF_0.5MHz
b,1.286550e-05,4.429542,ORF_0.5MHz
c,1.286550e-05,0.124872,ORF_0.5MHz
b,1.303258e-05,4.422476,ORF_0.5MHz
c,1.303258e-05,0.126130,ORF_0.5MHz
b,1.319967e-05,4.415358,ORF_0.5MHz
c,1.319967e-05,0.127397,ORF_0.5MHz
b,1.336675e-05,4.408190,ORF_0.5MHz
c,1.336675e-05,0.128673,ORF_0.5MHz
b,1.353383e-05,4.400974,ORF_0.5MHz
c,1.353383e-05,0.130017,ORF_0.5MHz
b,1.370092e-05,4.393712,ORF_0.5MHz
c,1.370092e-05,0.131404,ORF_0.5MHz
b,1.386800e-05,4.386405,ORF_0.5MHz
c,1.386800e-05,0.132800,ORF_0.5MHz
b,1.403509e-05,4.379054,ORF_0.5MHz
c,1.403509e-05,0.134204,ORF_0.5MHz
b,1.420217e-05,4.371662,ORF_0.5MHz
c,1.420217e-05,0.135616,ORF_0.5MHz
b,1.436926e-05,4.364229,ORF_0.5MHz
c,1.436926e-05,0.137035,ORF_0.5MHz
b,1.453634e-05,4.356758,ORF_0.5MHz
c,1.453634e-05,0.138462,ORF_0.5MHz
b,1.470343e-05,4.349249,ORF_0.5MHz
c,1.470343e-05,0.139985,ORF_0.5MHz
b,1.487051e-05,4.341706,ORF_0.5MHz
c,1.487051e-05,0.141531,ORF_0.5MHz
b,1.503759e-05,4.334129,ORF_0.5MHz
c,1.503759e-05,0.143083,ORF_0.5MHz
b,1.520468e-05,4.326521,ORF_0.5MHz
c,1.520468e-05,0.144642,ORF_0.5MHz
b,1.537176e-05,4.318882,ORF_0.5MHz
c,1.537176e-05,0.146207,ORF_0.5MHz
b,1.553885e-05,4.311215,ORF_0.5MHz
c,1.553885e-05,0.147778,ORF_0.5MHz
b,1.570593e-05,4.303521,ORF_0.5MHz
c,1.570593e-05,0.149387,ORF_0.5MHz
b,1.587302e-05,4.295803,ORF_0.5MHz
c,1.587302e-05,0.151083,ORF_0.5MHz
b,1.604010e-05,4.288061,ORF_0.5MHz
c,1.604010e-05,0.152783,ORF_0.5MHz
b,1.620718e-05,4.280298,ORF_0.5MHz
c,1.620718e-05,0.154489,ORF_0.5MHz
b,1.637427e-05,4.272516,ORF_0.5MHz
c,1.637427e-05,0.156199,ORF_0.5MHz
b,1.654135e-05,4.264717,ORF_0.5MHz
c,1.654135e-05,0.157913,ORF_0.5MHz
b,1.670844e-05,4.256901,ORF_0.5MHz
c,1.670844e-05,0.159630,ORF_0.5MHz
b,1.687552e-05,4.249072,ORF_0.5MHz
c,1.687552e-05,0.161456,ORF_0.5MHz
b,1.704261e-05,4.241230,ORF_0.5MHz
c,1.704261e-05,0.163303,ORF_0.5MHz
b,1.720969e-05,4.233379,ORF_0.5MHz
c,1.720969e-05,0.165153,ORF_0.5MHz
b,1.737678e-05,4.225519,ORF_0.5MHz
c,1.737678e-05,0.167004,ORF_0.5MHz
b,1.754386e-05,4.217653,ORF_0.5MHz
c,1.754386e-05,0.168857,ORF_0.5MHz
b,1.771094e-05,4.209782,ORF_0.5MHz
c,1.771094e-05,0.170711,ORF_0.5MHz
b,1.787803e-05,4.201909,ORF_0.5MHz
c,1.787803e-05,0.172632,ORF_0.5MHz
b,1.804511e-05,4.194036,ORF_0.5MHz
c,1.804511e-05,0.174619,ORF_0.5MHz
b,1.821220e-05,4.186164,ORF_0.5MHz
c,1.821220e-05,0.176607,ORF_0.5MHz
b,1.837928e-05,4.178295,ORF_0.5MHz
c,1.837928e-05,0.178594,ORF_0.5MHz
b,1.854637e-05,4.170432,ORF_0.5MHz
c,1.854637e-05,0.180579,ORF_0.5MHz
b,1.871345e-05,4.162576,ORF_0.5MHz
c,1.871345e-05,0.182562,ORF_0.5MHz
b,1.888053e-05,4.154729,ORF_0.5MHz
c,1.888053e-05,0.184563,ORF_0.5MHz
b,1.904762e-05,4.146894,ORF_0.5MHz
c,1.904762e-05,0.186683,ORF_0.5MHz
b,1.921470e-05,4.139072,ORF_0.5MHz
c,1.921470e-05,0.188799,ORF_0.5MHz
b,1.938179e-05,4.131265,ORF_0.5MHz
c,1.938179e-05,0.190910,ORF_0.5MHz
b,1.954887e-05,4.123476,ORF_0.5MHz
c,1.954887e-05,0.193017,ORF_0.5MHz
b,1.971596e-05,4.115706,ORF_0.5MHz
c,1.971596e-05,0.195119,ORF_0.5MHz
b,1.988304e-05,4.107958,ORF_0.5MHz
c,1.988304e-05,0.197215,ORF_0.5MHz
b,2.005013e-05,4.100233,ORF_0.5MHz
c,2.005013e-05,0.199413,ORF_0.5MHz
b,2.021721e-05,4.092534,ORF_0.5MHz
c,2.021721e-05,0.201644,ORF_0.5MHz
b,2.038429e-05,4.084862,ORF_0.5MHz
c,2.038429e-05,0.203866,ORF_0.5MHz
b,2.055138e-05,4.077221,ORF_0.5MHz
c,2.055138e-05,0.206080,ORF_0.5MHz
b,2.071846e-05,4.069611,ORF_0.5MHz
c,2.071846e-05,0.208285,ORF_0.5MHz
b,2.088555e-05,4.062035,ORF_0.5MHz
c,2.088555e-05,0.210479,ORF_0.5MHz
b,2.105263e-05,4.054494,ORF_0.5MHz
c,2.105263e-05,0.212694,ORF_0.5MHz
b,2.121972e-05,4.046992,ORF_0.5MHz
c,2.121972e-05,0.215021,ORF_0.5MHz
b,2.138680e-05,4.039530,ORF_0.5MHz
c,2.138680e-05,0.217335,ORF_0.5MHz
b,2.155388e-05,4.032110,ORF_0.5MHz
c,2.155388e-05,0.219636,ORF_0.5MHz
b,2.172097e-05,4.024734,ORF_0.5MHz
c,2.172097e-05,0.221924,ORF_0.5MHz
b,2.188805e-05,4.017405,ORF_0.5MHz
c,2.188805e-05,0.224197,ORF_0.5MHz
b,2.205514e-05,4.010124,ORF_0.5MHz
c,2.205514e-05,0.226456,ORF_0.5MHz
b,2.222222e-05,4.002893,ORF_0.5MHz
c,2.222222e-05,0.228766,ORF_0.5MHz
b,2.238931e-05,3.995715,ORF_0.5MHz
c,2.238931e-05,0.231149,ORF_0.5MHz
b,2.255639e-05,3.988592,ORF_0.5MHz
c,2.255639e-05,0.233513,ORF_0.5MHz
b,2.272348e-05,3.981525,ORF_0.5MHz
c,2.272348e-05,0.235859,ORF_0.5MHz
b,2.289056e-05,3.974517,ORF_0.5MHz
c,2.289056e-05,0.238185,ORF_0.5MHz
b,2.305764e-05,3.967570,ORF_0.5MHz
c,2.305764e-05,0.240491,ORF_0.5MHz
b,2.322473e-05,3.960685,ORF_0.5MHz
c,2.322473e-05,0.242776,ORF_0.5MHz
b,2.339181e-05,3.953866,ORF_0.5MHz
c,2.339181e-05,0.245090,ORF_0.5MHz
b,2.355890e-05,3.947113,ORF_0.5MHz
c,2.355890e-05,0.247488,ORF_0.5MHz
b,2.372598e-05,3.940429,ORF_0.5MHz
c,2.372598e-05,0.249861,ORF_0.5MHz
b,2.389307e-05,3.933817,ORF_0.5MHz
c,2.389307e-05,0.252209,ORF_0.5MHz
b,2.406015e-05,3.927277,ORF_0.5MHz
c,2.406015e-05,0.254532,ORF_0.5MHz
b,2.422723e-05,3.920812,ORF_0.5MHz
c,2.422723e-05,0.256827,ORF_0.5MHz
b,2.439432e-05,3.914424,ORF_0.5MHz
c,2.439432e-05,0.259095,ORF_0.5MHz
b,2.456140e-05,3.908115,ORF_0.5MHz
c,2.456140e-05,0.261336,ORF_0.5MHz
b,2.472849e-05,3.901886,ORF_0.5MHz
c,2.472849e-05,0.263651,ORF_0.5MHz
b,2.489557e-05,3.895741,ORF_0.5MHz
c,2.489557e-05,0.265984,ORF_0.5MHz
b,2.506266e-05,3.889680,ORF_0.5MHz
c,2.506266e-05,0.268285,ORF_0.5MHz
b,2.522974e-05,3.883705,ORF_0.5MHz
c,2.522974e-05,0.270554,ORF_0.5MHz
b,2.539683e-05,3.877820,ORF_0.5MHz
c,2.539683e-05,0.272788,ORF_0.5MHz
b,2.556391e-05,3.872024,ORF_0.5MHz
c,2.556391e-05,0.274989,ORF_0.5MHz
b,2.573099e-05,3.866321,ORF_0.5MHz
c,2.573099e-05,0.277154,ORF_0.5MHz
b,2.589808e-05,3.860711,ORF_0.5MHz
c,2.589808e-05,0.279284,ORF_0.5MHz
b,2.606516e-05,3.855198,ORF_0.5MHz
c,2.606516e-05,0.281402,ORF_0.5MHz
b,2.623225e-05,3.849782,ORF_0.5MHz
c,2.623225e-05,0.283600,ORF_0.5MHz
b,2.639933e-05,3.844465,ORF_0.5MHz
c,2.639933e-05,0.285757,ORF_0.5MHz
b,2.656642e-05,3.839250,ORF_0.5MHz
c,2.656642e-05,0.287874,ORF_0.5MHz
b,2.673350e-05,3.834137,ORF_0.5MHz
c,2.673350e-05,0.289948,ORF_0.5MHz
b,2.690058e-05,3.829129,ORF_0.5MHz
c,2.690058e-05,0.291981,ORF_0.5MHz
b,2.706767e-05,3.824227,ORF_0.5MHz
c,2.706767e-05,0.293970,ORF_0.5MHz
b,2.723475e-05,3.819432,ORF_0.5MHz
c,2.723475e-05,0.295915,ORF_0.5MHz
b,2.740184e-05,3.814747,ORF_0.5MHz
c,2.740184e-05,0.297816,ORF_0.5MHz
b,2.756892e-05,3.810173,ORF_0.5MHz
c,2.756892e-05,0.299672,ORF_0.5MHz
b,2.773601e-05,3.805711,ORF_0.5MHz
c,2.773601e-05,0.301496,ORF_0.5MHz
b,2.790309e-05,3.801364,ORF_0.5MHz
c,2.790309e-05,0.303381,ORF_0.5MHz
b,2.807018e-05,3.797131,ORF_0.5MHz
c,2.807018e-05,0.305216,ORF_0.5MHz
b,2.823726e-05,3.793016,ORF_0.5MHz
c,2.823726e-05,0.307000,ORF_0.5MHz
b,2.840434e-05,3.789019,ORF_0.5MHz
c,2.840434e-05,0.308732,ORF_0.5MHz
b,2.857143e-05,3.785141,ORF_0.5MHz
c,2.857143e-05,0.310413,ORF_0.5MHz
b,2.873851e-05,3.781385,ORF_0.5MHz
c,2.873851e-05,0.312042,ORF_0.5MHz
b,2.890560e-05,3.777751,ORF_0.5MHz
c,2.890560e-05,0.313617,ORF_0.5MHz
b,2.907268e-05,3.774240,ORF_0.5MHz
c,2.907268e-05,0.315139,ORF_0.5MHz
b,2.923977e-05,3.770854,ORF_0.5MHz
c,2.923977e-05,0.316607,ORF_0.5MHz
b,2.940685e-05,3.767594,ORF_0.5MHz
c,2.940685e-05,0.318020,ORF_0.5MHz
b,2.957393e-05,3.764461,ORF_0.5MHz
c,2.957393e-05,0.319378,ORF_0.5MHz
b,2.974102e-05,3.761456,ORF_0.5MHz
c,2.974102e-05,0.320680,ORF_0.5MHz
b,2.990810e-05,3.758580,ORF_0.5MHz
c,2.990810e-05,0.321927,ORF_0.5MHz
b,3.007519e-05,3.755835,ORF_0.5MHz
c,3.007519e-05,0.323129,ORF_0.5MHz
b,3.024227e-05,3.753220,ORF_0.5MHz
c,3.024227e-05,0.324339,ORF_0.5MHz
b,3.040936e-05,3.750738,ORF_0.5MHz
c,3.040936e-05,0.325488,ORF_0.5MHz
b,3.057644e-05,3.748389,ORF_0.5MHz
c,3.057644e-05,0.326575,ORF_0.5MHz
b,3.074353e-05,3.746174,ORF_0.5MHz
c,3.074353e-05,0.327601,ORF_0.5MHz
b,3.091061e-05,3.744093,ORF_0.5MHz
c,3.091061e-05,0.328564,ORF_0.5MHz
b,3.107769e-05,3.742147,ORF_0.5MHz
c,3.107769e-05,0.329464,ORF_0.5MHz
b,3.124478e-05,3.740338,ORF_0.5MHz
c,3.124478e-05,0.330302,ORF_0.5MHz
b,3.141186e-05,3.738665,ORF_0.5MHz
c,3.141186e-05,0.331076,ORF_0.5MHz
b,3.157895e-05,3.737129,ORF_0.5MHz
c,3.157895e-05,0.331787,ORF_0.5MHz
b,3.174603e-05,3.735732,ORF_0.5MHz
c,3.174603e-05,0.332434,ORF_0.5MHz
b,3.191312e-05,3.734472,ORF_0.5MHz
c,3.191312e-05,0.333016,ORF_0.5MHz
b,3.208020e-05,3.733352,ORF_0.5MHz
c,3.208020e-05,0.333535,ORF_0.5MHz
b,3.224728e-05,3.732371,ORF_0.5MHz
c,3.224728e-05,0.333989,ORF_0.5MHz
b,3.241437e-05,3.731529,ORF_0.5MHz
c,3.241437e-05,0.334379,ORF_0.5MHz
b,3.258145e-05,3.730827,ORF_0.5MHz
c,3.258145e-05,0.334704,ORF_0.5MHz
b,3.274854e-05,3.730265,ORF_0.5MHz
c,3.274854e-05,0.334964,ORF_0.5MHz
b,3.291562e-05,3.729843,ORF_0.5MHz
c,3.291562e-05,0.335159,ORF_0.5MHz
b,3.308271e-05,3.729562,ORF_0.5MHz
c,3.308271e-05,0.335289,ORF_0.5MHz
b,3.324979e-05,3.729421,ORF_0.5MHz
c,3.324979e-05,0.335354,ORF_0.5MHz
b,3.341688e-05,3.729421,ORF_0.5MHz
c,3.341688e-05,0.335354,ORF_0.5MHz
b,3.358396e-05,3.729562,ORF_0.5MHz
c,3.358396e-05,0.335289,ORF_0.5MHz
b,3.375104e-05,3.729843,ORF_0.5MHz
c,3.375104e-05,0.335159,ORF_0.5MHz
b,3.391813e-05,3.730265,ORF_0.5MHz
c,3.391813e-05,0.334964,ORF_0.5MHz
b,3.408521e-05,3.730827,ORF_0.5MHz
c,3.408521e-05,0.334704,ORF_0.5MHz
b,3.425230e-05,3.731529,ORF_0.5MHz
c,3.425230e-05,0.334379,ORF_0.5MHz
b,3.441938e-05,3.732371,ORF_0.5MHz
c,3.441938e-05,0.333989,ORF_0.5MHz
b,3.458647e-05,3.733352,ORF_0.5MHz
c,3.458647e-05,0.333535,ORF_0.5MHz
b,3.475355e-05,3.734472,ORF_0.5MHz
c,3.475355e-05,0.333016,ORF_0.5MHz
b,3.492063e-05,3.735732,ORF_0.5MHz
c,3.492063e-05,0.332434,ORF_0.5MHz
b,3.508772e-05,3.737129,ORF_0.5MHz
c,3.508772e-05,0.331787,ORF_0.5MHz
b,3.525480e-05,3.738665,ORF_0.5MHz
c,3.525480e-05,0.331076,ORF_0.5MHz
b,3.542189e-05,3.740338,ORF_0.5MHz
c,3.542189e-05,0.330302,ORF_0.5MHz
b,3.558897e-05,3.742147,ORF_0.5MHz
c,3.558897e-05,0.329464,ORF_0.5MHz
b,3.575606e-05,3.744093,ORF_0.5MHz
c,3.575606e-05,0.328564,ORF_0.5MHz
b,3.592314e-05,3.746174,ORF_0.5MHz
c,3.592314e-05,0.327601,ORF_0.5MHz
b,3.609023e-05,3.748389,ORF_0.5MHz
c,3.609023e-05,0.326575,ORF_0.5MHz
b,3.625731e-05,3.750738,ORF_0.5MHz
c,3.625731e-05,0.325488,ORF_0.5MHz
b,3.642439e-05,3.753220,ORF_0.5MHz
c,3.642439e-05,0.324339,ORF_0.5MHz
b,3.659148e-05,3.755835,ORF_0.5MHz
c,3.659148e-05,0.323129,ORF_0.5MHz
b,3.675856e-05,3.758580,ORF_0.5MHz
c,3.675856e-05,0.321927,ORF_0.5MHz
b,3.692565e-05,3.761456,ORF_0.5MHz
c,3.692565e-05,0.320680,ORF_0.5MHz
b,3.709273e-05,3.764461,ORF_0.5MHz
c,3.709273e-05,0.319378,ORF_0.5MHz
b,3.725982e-05,3.767594,ORF_0.5MHz
c,3.725982e-05,0.318020,ORF_0.5MHz
b,3.742690e-05,3.770854,ORF_0.5MHz
c,3.742690e-05,0.316607,ORF_0.5MHz
b,3.759398e-05,3.774240,ORF_0.5MHz
c,3.759398e-05,0.315139,ORF_0.5MHz
b,3.776107e-05,3.777751,ORF_0.5MHz
c,3.776107e-05,0.313617,ORF_0.5MHz
b,3.792815e-05,3.781385,ORF_0.5MHz
c,3.792815e-05,0.312042,ORF_0.5MHz
b,3.809524e-05,3.785141,ORF_0.5MHz
c,3.809524e-05,0.310413,ORF_0.5MHz
b,3.826232e-05,3.789019,ORF_0.5MHz
c,3.826232e-05,0.308732,ORF_0.5MHz
b,3.842941e-05,3.793016,ORF_0.5MHz
c,3.842941e-05,0.307000,ORF_0.5MHz
b,3.859649e-05,3.797131,ORF_0.5MHz
c,3.859649e-05,0.305216,ORF_0.5MHz
b,3.876358e-05,3.801364,ORF_0.5MHz
c,3.876358e-05,0.303381,ORF_0.5MHz
b,3.893066e-05,3.805711,ORF_0.5MHz
c,3.893066e-05,0.301496,ORF_0.5MHz
b,3.909774e-05,3.810173,ORF_0.5MHz
c,3.909774e-05,0.299672,ORF_0.5MHz
b,3.926483e-05,3.814747,ORF_0.5MHz
c,3.926483e-05,0.297816,ORF_0.5MHz
b,3.943191e-05,3.819432,ORF_0.5MHz
c,3.943191e-05,0.295915,ORF_0.5MHz
b,3.959900e-05,3.824227,ORF_0.5MHz
c,3.959900e-05,0.293970,ORF_0.5MHz
b,3.976608e-05,3.829129,ORF_0.5MHz
c,3.976608e-05,0.291981,ORF_0.5MHz
b,3.993317e-05,3.834137,ORF_0.5MHz
c,3.993317e-05,0.289948,ORF_0.5MHz
b,4.010025e-05,3.839250,ORF_0.5MHz
c,4.010025e-05,0.287874,ORF_0.5MHz
b,4.026734e-05,3.844465,ORF_0.5MHz
c,4.026734e-05,0.285757,ORF_0.5MHz
b,4.043442e-05,3.849782,ORF_0.5MHz
c,4.043442e-05,0.283600,ORF_0.5MHz
b,4.060150e-05,3.855198,ORF_0.5MHz
c,4.060150e-05,0.281402,ORF_0.5MHz
b,4.076859e-05,3.860711,ORF_0.5MHz
c,4.076859e-05,0.279284,ORF_0.5MHz
b,4.093567e-05,3.866321,ORF_0.5MHz
c,4.093567e-05,0.277154,ORF_0.5MHz
b,4.110276e-05,3.872024,ORF_0.5MHz
c,4.110276e-05,0.274989,ORF_0.5MHz
b,4.126984e-05,3.877820,ORF_0.5MHz
c,4.126984e-05,0.272788,ORF_0.5MHz
b,4.143693e-05,3.883705,ORF_0.5MHz
c,4.143693e-05,0.270554,ORF_0.5MHz
b,4.160401e-05,3.889680,ORF_0.5MHz
c,4.160401e-05,0.268285,ORF_0.5MHz
b,4.177109e-05,3.895741,ORF_0.5MHz
c,4.177109e-05,0.265984,ORF_0.5MHz
b,4.193818e-05,3.901886,ORF_0.5MHz
c,4.193818e-05,0.263651,ORF_0.5MHz
b,4.210526e-05,3.908115,ORF_0.5MHz
c,4.210526e-05,0.261336,ORF_0.5MHz
b,4.227235e-05,3.914424,ORF_0.5MHz
c,4.227235e-05,0.259095,ORF_0.5MHz
b,4.243943e-05,3.920812,ORF_0.5MHz
c,4.243943e-05,0.256827,ORF_0.5MHz
b,4.260652e-05,3.927277,ORF_0.5MHz
c,4.260652e-05,0.254532,ORF_0.5MHz
b,4.277360e-05,3.933817,ORF_0.5MHz
c,4.277360e-05,0.252209,ORF_0.5MHz
b,4.294069e-05,3.940429,ORF_0.5MHz
c,4.294069e-05,0.249861,ORF_0.5MHz
b,4.310777e-05,3.947113,ORF_0.5MHz
c,4.310777e-05,0.247488,ORF_0.5MHz
b,4.327485e-05,3.953866,ORF_0.5MHz
c,4.327485e-05,0.245090,ORF_0.5MHz
b,4.344194e-05,3.960685,ORF_0.5MHz
c,4.344194e-05,0.242776,ORF_0.5MHz
b,4.360902e-05,3.967570,ORF_0.5MHz
c,4.360902e-05,0.240491,ORF_0.5MHz
b,4.377611e-05,3.974517,ORF_0.5MHz
c,4.377611e-05,0.238185,ORF_0.5MHz
b,4.394319e-05,3.981525,ORF_0.5MHz
c,4.394319e-05,0.235859,ORF_0.5MHz
b,4.411028e-05,3.988592,ORF_0.5MHz
c,4.411028e-05,0.233513,ORF_0.5MHz
b,4.427736e-05,3.995715,ORF_0.5MHz
c,4.427736e-05,0.231149,ORF_0.5MHz
b,4.444444e-05,4.002893,ORF_0.5MHz
c,4.444444e-05,0.228766,ORF_0.5MHz
b,4.461153e-05,4.010124,ORF_0.5MHz
c,4.461153e-05,0.226456,ORF_0.5MHz
b,4.477861e-05,4.017405,ORF_0.5MHz
c,4.477861e-05,0.224197,ORF_0.5MHz
b,4.494570e-05,4.024734,ORF_0.5MHz
c,4.494570e-05,0.221924,ORF_0.5MHz
b,4.511278e-05,4.032110,ORF_0.5MHz
c,4.511278e-05,0.219636,ORF_0.5MHz
b,4.527987e-05,4.039530,ORF_0.5MHz
c,4.527987e-05,0.217335,ORF_0.5MHz
b,4.544695e-05,4.046992,ORF_0.5MHz
c,4.544695e-05,0.215021,ORF_0.5MHz
b,4.561404e-05,4.054494,ORF_0.5MHz
c,4.561404e-05,0.212694,ORF_0.5MHz
b,4.578112e-05,4.062035,ORF_0.5MHz
c,4.578112e-05,0.210479,ORF_0.5MHz
b,4.594820e-05,4.069611,ORF_0.5MHz
c,4.594820e-05,0.208285,ORF_0.5MHz
b,4.611529e-05,4.077221,ORF_0.5MHz
c,4.611529e-05,0.206080,ORF_0.5MHz
b,4.628237e-05,4.084862,ORF_0.5MHz
c,4.628237e-05,0.203866,ORF_0.5MHz
b,4.644946e-05,4.092534,ORF_0.5MHz
c,4.644946e-05,0.201644,ORF_0.5MHz
b,4.661654e-05,4.100233,ORF_0.5MHz
c,4.661654e-05,0.199413,ORF_0.5MHz
b,4.678363e-05,4.107958,ORF_0.5MHz
c,4.678363e-05,0.197215,ORF_0.5MHz
b,4.695071e-05,4.115706,ORF_0.5MHz
c,4.695071e-05,0.195119,ORF_0.5MHz
b,4.711779e-05,4.123476,ORF_0.5MHz
c,4.711779e-05,0.193017,ORF_0.5MHz
b,4.728488e-05,4.131265,ORF_0.5MHz
c,4.728488e-05,0.190910,ORF_0.5MHz
b,4.745196e-05,4.139072,ORF_0.5MHz
c,4.745196e-05,0.188799,ORF_0.5MHz
b,4.761905e-05,4.146894,ORF_0.5MHz
c,4.761905e-05,0.186683,ORF_0.5MHz
b,4.778613e-05,4.154729,ORF_0.5MHz
c,4.778613e-05,0.184563,ORF_0.5MHz
b,4.795322e-05,4.162576,ORF_0.5MHz
c,4.795322e-05,0.182562,ORF_0.5MHz
b,4.812030e-05,4.170432,ORF_0.5MHz
c,4.812030e-05,0.180579,ORF_0.5MHz
b,4.828739e-05,4.178295,ORF_0.5MHz
c,4.828739e-05,0.178594,ORF_0.5MHz
b,4.845447e-05,4.186164,ORF_0.5MHz
c,4.845447e-05,0.176607,ORF_0.5MHz
b,4.862155e-05,4.194036,ORF_0.5MHz
c,4.862155e-05,0.174619,ORF_0.5MHz
b,4.878864e-05,4.201909,ORF_0.5MHz
c,4.878864e-05,0.172632,ORF_0.5MHz
